customer_id,total_orders,total_spend,avg_basket_size,avg_order_value,last_purchase_date,returning_customer
CUST_00031,3,514.58,2.6666666666666665,171.52666666666667,2024-03-09,True
CUST_00032,1,45.36,2.0,45.36,2023-08-18,True
CUST_00033,2,415.38,1.0,207.69,2023-11-08,True
CUST_00034,2,6302.3,2.5,3151.15,2023-03-23,True
CUST_00035,2,221.73000000000002,2.0,110.86500000000001,2024-03-09,True
CUST_00036,3,373.63,2.6666666666666665,124.54333333333334,2023-10-29,True
CUST_00037,1,3599.4,3.0,3599.4,2023-12-29,False
CUST_00038,3,1130.59,3.6666666666666665,376.8633333333333,2024-02-12,True
CUST_00039,3,3282.2999999999997,2.0,1094.1,2023-12-07,True
CUST_00040,3,2875.36,2.0,958.4533333333334,2024-01-26,True
CUST_00041,4,5685.5599999999995,2.5,1421.3899999999999,2024-03-10,True
CUST_00042,2,3605.71,3.5,1802.855,2023-09-01,True
CUST_00043,2,1279.8000000000002,2.0,639.9000000000001,2023-12-03,True
CUST_00044,2,391.98,3.5,195.99,2024-01-26,True
CUST_00045,3,7551.92,3.3333333333333335,2517.306666666667,2024-01-11,True
CUST_00046,2,1887.29,3.5,943.645,2023-12-27,True
CUST_00047,2,2974.21,2.0,1487.105,2024-03-08,True
CUST_00048,4,4436.29,3.25,1109.0725,2024-02-02,True
CUST_00049,3,702.35,3.0,234.11666666666667,2023-11-13,True
CUST_00050,1,247.4,2.0,247.4,2024-03-14,True
CUST_00051,2,338.21999999999997,2.5,169.10999999999999,2024-02-28,True
CUST_00052,4,6802.75,4.75,1700.6875,2024-03-15,True
CUST_00053,1,208.84,4.0,208.84,2024-03-03,True
CUST_00054,1,529.46,1.0,529.46,2023-08-24,True
CUST_00055,3,774.3199999999999,3.3333333333333335,258.1066666666666,2024-03-15,True
CUST_00056,5,5841.23,4.4,1168.2459999999999,2024-02-23,True
CUST_00057,4,1515.3899999999999,3.75,378.84749999999997,2023-12-29,True
CUST_00058,6,4964.26,2.0,827.3766666666667,2024-01-26,True
CUST_00059,4,3890.71,3.5,972.6775,2024-02-24,True
CUST_00060,1,1172.8,4.0,1172.8,2023-08-20,True
CUST_00061,3,1242.8,2.0,414.26666666666665,2024-02-11,True
CUST_00062,4,5638.85,4.0,1409.7125,2023-12-23,True
CUST_00063,3,2960.14,3.3333333333333335,986.7133333333333,2024-02-29,True
CUST_00064,1,732.09,3.0,732.09,2024-02-06,True
CUST_00065,2,2971.2200000000003,1.5,1485.6100000000001,2024-03-10,True
CUST_00066,1,3552.78,3.0,3552.78,2023-09-17,True
CUST_00067,5,1488.3700000000001,2.4,297.67400000000004,2024-01-22,True
CUST_00068,1,122.67,3.0,122.67,2024-02-07,True
CUST_00069,2,2560.76,2.0,1280.38,2023-10-06,True
CUST_00070,3,1276.27,1.6666666666666667,425.42333333333335,2023-11-02,True
CUST_00071,4,2052.29,4.0,513.0725,2024-01-26,True
CUST_00072,7,5370.1,1.8571428571428572,767.157142857143,2024-02-24,True
CUST_00073,1,224.75,5.0,224.75,2023-07-29,True
CUST_00074,7,9628.380000000001,4.0,1375.4828571428573,2024-02-05,True
CUST_00075,3,9552.539999999999,3.3333333333333335,3184.18,2023-11-15,True
CUST_00076,5,21055.71,4.0,4211.142,2024-02-10,True
CUST_00077,4,1282.79,3.0,320.6975,2024-03-17,True
CUST_00078,3,299.29,1.6666666666666667,99.76333333333334,2023-09-04,True
CUST_00079,3,2644.09,3.0,881.3633333333333,2023-08-18,True
CUST_00080,5,703.8,2.6,140.76,2023-11-08,True
CUST_00081,1,1985.21,2.0,1985.21,2023-11-02,False
CUST_00082,5,3602.9900000000002,2.6,720.5980000000001,2023-12-20,True
CUST_00083,1,510.39,4.0,510.39,2023-10-11,True
CUST_00084,6,2703.68,2.8333333333333335,450.6133333333333,2023-12-31,True
CUST_00085,2,933.0300000000001,2.5,466.51500000000004,2023-09-11,True
CUST_00086,2,2238.3,3.5,1119.15,2023-03-22,True
CUST_00087,5,1283.77,3.0,256.754,2023-10-24,True
CUST_00088,5,1563.12,1.8,312.62399999999997,2023-12-31,True
CUST_00089,9,14986.29,2.888888888888889,1665.1433333333334,2023-12-30,True
CUST_00090,4,3776.86,4.5,944.215,2023-10-15,True
CUST_00091,4,582.1700000000001,3.5,145.54250000000002,2023-10-31,True
CUST_00092,10,8608.02,3.0,860.802,2024-03-10,True
CUST_00093,2,6583.81,4.0,3291.905,2023-11-11,True
CUST_00094,1,426.73,5.0,426.73,2023-08-14,False
CUST_00095,3,593.19,1.3333333333333333,197.73000000000002,2023-09-17,True
CUST_00096,3,467.69,4.666666666666667,155.89666666666668,2024-03-18,True
CUST_00097,1,481.84,3.0,481.84,2024-02-16,True
CUST_00098,2,2463.56,3.5,1231.78,2023-12-16,True
CUST_00099,4,18407.65,4.0,4601.9125,2024-02-23,True
CUST_00100,1,405.46,1.0,405.46,2023-12-31,False
CUST_00101,5,14130.9,4.6,2826.18,2023-11-14,True
CUST_00102,3,3300.2200000000003,2.0,1100.0733333333335,2023-12-23,True
CUST_00103,5,3956.62,3.2,791.324,2023-12-01,True
CUST_00104,6,2906.6,1.8333333333333333,484.43333333333334,2024-02-19,True
CUST_00105,2,1380.1000000000001,5.0,690.0500000000001,2024-02-09,True
CUST_00106,3,9962.97,2.3333333333333335,3320.99,2024-03-09,True
CUST_00107,3,3083.11,3.3333333333333335,1027.7033333333334,2023-07-19,True
CUST_00108,2,9111.15,3.0,4555.575,2024-02-11,True
CUST_00109,6,2921.8199999999997,3.1666666666666665,486.96999999999997,2024-02-07,True
CUST_00110,2,562.8,2.5,281.4,2023-07-27,True
CUST_00111,5,5355.2300000000005,2.6,1071.046,2023-12-18,True
CUST_00112,5,5338.15,4.0,1067.6299999999999,2024-03-17,True
CUST_00113,3,6708.43,4.0,2236.1433333333334,2024-01-20,True
CUST_00114,2,226.3,2.0,113.15,2023-12-21,True
CUST_00115,5,5358.67,3.6,1071.734,2024-01-29,True
CUST_00116,2,396.59,3.0,198.295,2023-09-12,True
CUST_00117,2,1997.66,3.0,998.83,2023-02-12,True
CUST_00118,2,1258.27,4.5,629.135,2023-09-12,True
CUST_00119,2,822.8799999999999,2.0,411.43999999999994,2023-10-15,True
CUST_00120,2,1048.33,4.5,524.165,2024-01-27,True
CUST_00121,2,1275.3999999999999,5.0,637.6999999999999,2023-10-22,True
CUST_00122,2,5916.799999999999,4.0,2958.3999999999996,2024-01-06,True
CUST_00123,1,119.1,2.0,119.1,2024-01-07,True
CUST_00124,3,1334.43,4.0,444.81,2023-12-21,True
CUST_00125,6,5482.3099999999995,2.6666666666666665,913.7183333333332,2024-03-25,True
CUST_00126,3,5796.18,3.6666666666666665,1932.0600000000002,2023-09-24,True
CUST_00127,2,6812.73,3.0,3406.365,2023-09-14,True
CUST_00128,3,1894.3600000000001,4.333333333333333,631.4533333333334,2024-02-28,True
CUST_00129,4,4425.11,2.25,1106.2775,2023-11-14,True
CUST_00130,5,1415.34,2.0,283.068,2023-09-25,True
CUST_00131,4,1450.0500000000002,2.5,362.51250000000005,2024-02-23,True
CUST_00132,1,401.74,2.0,401.74,2023-12-24,True
CUST_00133,4,3183.6200000000003,1.75,795.9050000000001,2024-01-20,True
CUST_00134,2,330.47,2.5,165.235,2023-11-17,True
CUST_00135,4,1205.28,2.75,301.32,2024-01-01,True
CUST_00136,7,27744.81,3.7142857142857144,3963.5442857142857,2024-03-05,True
CUST_00137,5,7847.549999999999,3.6,1569.5099999999998,2023-12-14,True
CUST_00138,2,5038.3,2.5,2519.15,2023-05-28,True
CUST_00139,3,2415.02,4.666666666666667,805.0066666666667,2024-03-13,True
CUST_00140,5,4127.54,1.8,825.508,2024-01-10,True
CUST_00141,3,692.77,4.0,230.92333333333332,2024-02-24,True
CUST_00142,6,4468.86,2.5,744.81,2023-12-14,True
CUST_00143,4,6306.07,2.0,1576.5175,2023-10-09,True
CUST_00144,2,5798.76,1.5,2899.38,2023-12-04,True
CUST_00145,6,4239.0,3.0,706.5,2024-03-16,True
CUST_00146,3,4920.679999999999,1.6666666666666667,1640.2266666666665,2023-10-27,True
CUST_00147,3,2613.37,3.3333333333333335,871.1233333333333,2024-02-05,True
CUST_00148,3,4689.19,3.3333333333333335,1563.0633333333333,2024-02-16,True
CUST_00149,2,4978.3,4.0,2489.15,2024-03-05,True
CUST_00150,2,2227.61,2.5,1113.805,2024-03-24,True
CUST_00151,3,12397.1,2.6666666666666665,4132.366666666667,2024-01-26,True
CUST_00152,7,3955.98,3.0,565.14,2024-01-23,True
CUST_00153,5,4193.99,3.2,838.798,2024-03-20,True
CUST_00154,10,41613.83,2.9,4161.383,2024-02-24,True
CUST_00155,5,10313.310000000001,3.8,2062.6620000000003,2023-12-06,True
CUST_00156,2,1687.83,2.0,843.915,2023-09-15,True
CUST_00157,3,2816.84,5.0,938.9466666666667,2023-06-27,True
CUST_00158,8,8416.01,2.75,1052.00125,2024-01-31,True
CUST_00159,1,2443.68,2.0,2443.68,2023-06-19,False
CUST_00160,1,11182.48,4.0,11182.48,2023-10-18,True
CUST_00161,4,793.8000000000001,2.75,198.45000000000002,2024-01-05,True
CUST_00162,1,237.6,2.0,237.6,2023-07-20,False
CUST_00163,2,5341.99,4.0,2670.995,2023-05-03,True
CUST_00164,2,394.59999999999997,3.0,197.29999999999998,2023-09-21,True
CUST_00165,2,6117.8099999999995,3.0,3058.9049999999997,2023-12-03,True
CUST_00166,3,1549.54,3.0,516.5133333333333,2023-08-27,True
CUST_00167,9,11605.460000000001,3.7777777777777777,1289.4955555555557,2023-11-10,True
CUST_00168,7,8067.05,2.857142857142857,1152.4357142857143,2023-10-16,True
CUST_00169,2,214.62,1.0,107.31,2024-01-19,True
CUST_00170,2,1897.07,3.5,948.535,2023-11-23,True
CUST_00171,2,585.45,2.5,292.725,2023-12-05,True
CUST_00172,5,1556.11,3.4,311.222,2024-02-19,True
CUST_00173,3,672.02,2.6666666666666665,224.00666666666666,2024-02-12,True
CUST_00174,4,20734.25,3.5,5183.5625,2023-07-24,True
CUST_00175,4,6394.780000000001,2.25,1598.6950000000002,2024-03-24,True
CUST_00176,1,1207.95,3.0,1207.95,2023-03-15,False
CUST_00177,2,1353.74,4.5,676.87,2023-05-17,True
CUST_00178,6,18129.14,3.3333333333333335,3021.523333333333,2023-09-08,True
CUST_00179,1,94.26,2.0,94.26,2023-09-02,False
CUST_00180,4,1081.19,3.25,270.2975,2024-03-20,True
CUST_00181,7,3503.51,3.2857142857142856,500.5014285714286,2024-03-20,True
CUST_00182,4,4957.13,3.25,1239.2825,2024-03-17,True
CUST_00183,7,5201.82,2.857142857142857,743.1171428571428,2023-12-06,True
CUST_00184,2,224.32,3.0,112.16,2023-12-27,True
CUST_00185,1,3413.36,2.0,3413.36,2023-11-11,False
CUST_00186,3,869.0,2.6666666666666665,289.6666666666667,2023-11-26,True
CUST_00187,2,2598.7200000000003,2.5,1299.3600000000001,2023-06-16,True
CUST_00188,1,81.09,3.0,81.09,2023-11-17,True
CUST_00189,9,14335.39,2.888888888888889,1592.8211111111111,2024-02-18,True
CUST_00190,3,13061.51,3.3333333333333335,4353.836666666667,2023-08-22,True
CUST_00191,2,3211.2200000000003,3.5,1605.6100000000001,2023-12-31,True
CUST_00192,1,90.92,4.0,90.92,2023-07-13,True
CUST_00193,4,2969.69,3.75,742.4225,2024-02-20,True
CUST_00194,2,985.1400000000001,3.0,492.57000000000005,2024-02-28,True
CUST_00195,3,4017.48,4.333333333333333,1339.16,2023-10-05,True
CUST_00196,3,10132.67,2.6666666666666665,3377.556666666667,2024-03-09,True
CUST_00197,10,47324.23,2.9,4732.423000000001,2024-01-13,True
CUST_00198,4,4623.04,3.25,1155.76,2024-03-02,True
CUST_00199,4,6738.69,3.25,1684.6725,2023-10-23,True
CUST_00200,6,5927.53,2.5,987.9216666666666,2024-03-09,True
CUST_00201,1,103.56,3.0,103.56,2023-03-29,True
CUST_00202,1,131.92,4.0,131.92,2023-01-21,True
CUST_00203,4,961.24,3.0,240.31,2023-12-20,True
CUST_00204,3,2324.31,3.0,774.77,2024-01-11,True
CUST_00205,7,4079.13,3.5714285714285716,582.7328571428571,2024-03-13,True
CUST_00206,2,3340.6099999999997,3.0,1670.3049999999998,2023-03-13,True
CUST_00207,2,685.31,4.0,342.655,2024-03-11,True
CUST_00208,1,2215.8,4.0,2215.8,2023-04-10,True
CUST_00209,3,990.95,2.0,330.31666666666666,2023-09-27,True
CUST_00210,6,11821.51,2.0,1970.2516666666668,2024-03-13,True
CUST_00211,4,794.12,3.0,198.53,2024-02-12,True
CUST_00212,6,14783.85,3.8333333333333335,2463.975,2024-01-30,True
CUST_00213,2,776.3599999999999,4.0,388.17999999999995,2023-03-21,True
CUST_00214,3,2156.65,3.0,718.8833333333333,2023-10-17,True
CUST_00215,3,3373.4500000000003,3.0,1124.4833333333333,2024-02-28,True
CUST_00216,5,7822.99,2.4,1564.598,2023-07-14,True
CUST_00217,1,86.62,1.0,86.62,2023-07-24,True
CUST_00218,3,5745.79,3.3333333333333335,1915.2633333333333,2024-01-24,True
CUST_00219,2,894.11,2.5,447.055,2023-09-03,True
CUST_00220,3,2958.81,2.3333333333333335,986.27,2024-03-02,True
CUST_00221,3,1595.11,3.6666666666666665,531.7033333333333,2024-01-12,True
CUST_00222,4,1203.7,2.5,300.925,2023-10-01,True
CUST_00223,2,3880.27,3.5,1940.135,2023-03-18,True
CUST_00224,3,3107.41,3.6666666666666665,1035.8033333333333,2023-12-27,True
CUST_00225,3,7058.01,3.3333333333333335,2352.67,2024-03-07,True
CUST_00226,1,168.0,3.0,168.0,2024-01-03,False
CUST_00227,1,30.5,2.0,30.5,2023-09-04,True
CUST_00228,3,534.81,1.3333333333333333,178.26999999999998,2023-11-17,True
CUST_00229,5,5361.07,2.8,1072.214,2024-03-06,True
CUST_00230,2,232.82,3.0,116.41,2024-03-24,True
CUST_00231,4,5517.289999999999,2.5,1379.3224999999998,2024-03-23,True
CUST_00232,1,426.24,2.0,426.24,2024-01-17,True
CUST_00233,1,434.34,3.0,434.34,2023-06-29,True
CUST_00234,4,5509.29,3.5,1377.3225,2024-02-18,True
CUST_00235,1,287.72,5.0,287.72,2023-04-30,True
CUST_00236,2,6898.39,4.0,3449.195,2024-03-19,True
CUST_00237,3,356.31,4.0,118.77,2024-02-03,True
CUST_00238,8,12917.61,3.875,1614.70125,2023-12-24,True
CUST_00239,3,1649.18,3.3333333333333335,549.7266666666667,2024-01-21,True
CUST_00240,2,2792.2200000000003,4.5,1396.1100000000001,2023-09-24,True
CUST_00241,10,15101.949999999999,2.8,1510.195,2023-11-18,True
CUST_00242,8,22668.920000000002,3.5,2833.6150000000002,2024-01-29,True
CUST_00243,2,890.73,3.0,445.365,2024-01-23,True
CUST_00244,3,1374.4,1.6666666666666667,458.1333333333334,2024-01-20,True
CUST_00245,6,14832.900000000001,3.3333333333333335,2472.15,2023-12-14,True
CUST_00246,2,1239.0900000000001,1.5,619.5450000000001,2023-11-06,True
CUST_00247,7,5413.9400000000005,2.857142857142857,773.4200000000001,2024-01-11,True
CUST_00248,3,2203.43,3.3333333333333335,734.4766666666666,2024-02-24,True
CUST_00249,4,5215.41,4.0,1303.8525,2023-09-10,True
CUST_00250,1,12718.2,5.0,12718.2,2023-10-02,True
CUST_00251,2,2474.96,2.5,1237.48,2023-12-12,True
CUST_00252,9,18766.25,3.6666666666666665,2085.1388888888887,2024-02-23,True
CUST_00253,3,6104.4400000000005,3.3333333333333335,2034.8133333333335,2023-10-10,True
CUST_00254,4,613.1800000000001,3.75,153.29500000000002,2023-12-10,True
CUST_00255,2,220.81,5.0,110.405,2023-10-07,True
CUST_00256,6,13381.57,1.5,2230.2616666666668,2024-01-03,True
CUST_00257,2,973.8900000000001,3.5,486.94500000000005,2023-12-30,True
CUST_00258,6,3768.67,2.6666666666666665,628.1116666666667,2023-11-07,True
CUST_00259,2,4355.91,3.5,2177.955,2023-08-06,True
CUST_00260,2,427.65999999999997,4.0,213.82999999999998,2023-07-15,True
CUST_00261,6,4224.62,3.0,704.1033333333334,2024-02-29,True
CUST_00262,1,50.9,5.0,50.9,2023-06-13,False
CUST_00263,3,6274.570000000001,2.6666666666666665,2091.5233333333335,2023-08-09,True
CUST_00264,3,924.3399999999999,3.0,308.1133333333333,2024-02-16,True
CUST_00265,7,4866.16,3.142857142857143,695.1657142857142,2024-03-14,True
CUST_00266,3,12708.69,4.666666666666667,4236.2300000000005,2024-03-14,True
CUST_00267,1,5004.9,4.0,5004.9,2023-06-13,False
CUST_00268,3,947.34,3.0,315.78000000000003,2023-12-19,True
CUST_00269,1,2800.5,2.0,2800.5,2023-08-30,True
CUST_00270,1,186.07,3.0,186.07,2023-11-01,False
CUST_00271,2,219.17,1.0,109.585,2023-10-15,True
CUST_00272,3,5937.62,3.3333333333333335,1979.2066666666667,2023-05-05,True
CUST_00273,1,6248.78,2.0,6248.78,2023-01-27,True
CUST_00274,2,186.5,2.5,93.25,2023-12-26,True
CUST_00275,1,1990.27,3.0,1990.27,2024-01-15,False
CUST_00276,3,1081.69,1.3333333333333333,360.56333333333333,2024-01-20,True
CUST_00277,2,374.69,3.0,187.345,2023-07-31,True
CUST_00278,1,355.71,3.0,355.71,2023-07-14,True
CUST_00279,9,8998.039999999999,3.5555555555555554,999.7822222222221,2024-03-11,True
CUST_00280,1,363.61,1.0,363.61,2023-04-30,False
CUST_00281,4,11020.91,3.0,2755.2275,2024-02-05,True
CUST_00282,1,858.7,5.0,858.7,2023-12-09,True
CUST_00283,1,105.6,1.0,105.6,2024-02-06,True
CUST_00284,2,3209.09,4.0,1604.545,2023-05-26,True
CUST_00285,1,229.55,5.0,229.55,2023-12-03,True
CUST_00286,7,6885.5,3.142857142857143,983.6428571428571,2024-02-24,True
CUST_00287,3,4548.25,4.333333333333333,1516.0833333333333,2024-02-04,True
CUST_00288,5,6706.0,3.2,1341.2,2023-11-22,True
CUST_00289,8,11224.32,2.5,1403.04,2024-03-23,True
CUST_00290,2,4059.1499999999996,3.5,2029.5749999999998,2023-10-06,True
CUST_00291,3,1503.5,3.6666666666666665,501.1666666666667,2023-11-19,True
CUST_00292,6,3072.8,2.3333333333333335,512.1333333333333,2024-02-05,True
CUST_00293,3,5139.64,3.0,1713.2133333333334,2023-12-30,True
CUST_00294,3,4237.54,3.0,1412.5133333333333,2023-11-08,True
CUST_00295,3,744.88,1.6666666666666667,248.29333333333332,2023-09-23,True
CUST_00296,2,3827.6400000000003,3.5,1913.8200000000002,2024-03-13,True
CUST_00297,2,5984.12,4.0,2992.06,2024-01-12,True
CUST_00298,1,2986.14,3.0,2986.14,2024-01-04,False
CUST_00299,3,2362.61,1.3333333333333333,787.5366666666667,2024-03-15,True
CUST_00300,2,1295.79,1.0,647.895,2023-06-12,True
CUST_00301,3,886.8,3.3333333333333335,295.59999999999997,2024-01-03,True
CUST_00302,5,7594.5599999999995,3.2,1518.9119999999998,2024-02-24,True
CUST_00303,2,748.76,2.5,374.38,2023-10-30,True
CUST_00304,2,5288.84,4.5,2644.42,2023-12-18,True
CUST_00305,2,3982.9399999999996,3.0,1991.4699999999998,2023-04-06,True
CUST_00306,6,6928.47,2.6666666666666665,1154.7450000000001,2024-01-23,True
CUST_00307,2,4069.7799999999997,3.0,2034.8899999999999,2023-07-20,True
CUST_00308,3,3162.1000000000004,3.3333333333333335,1054.0333333333335,2023-12-22,True
CUST_00309,5,3053.3100000000004,3.8,610.662,2024-01-27,True
CUST_00310,1,4054.88,4.0,4054.88,2023-10-20,True
CUST_00311,2,1968.97,3.5,984.485,2024-02-22,True
CUST_00312,1,85.44,2.0,85.44,2023-12-06,False
CUST_00313,2,494.02,2.0,247.01,2023-10-12,True
CUST_00314,3,2567.12,2.3333333333333335,855.7066666666666,2023-12-17,True
CUST_00315,2,400.93,3.0,200.465,2023-05-20,True
CUST_00316,1,1295.0,4.0,1295.0,2023-10-14,True
CUST_00317,3,1719.7,3.0,573.2333333333333,2024-02-13,True
CUST_00318,3,7715.96,3.0,2571.9866666666667,2023-08-28,True
CUST_00319,3,1865.71,3.0,621.9033333333333,2023-10-24,True
CUST_00320,1,448.2,2.0,448.2,2023-11-22,True
CUST_00321,10,9956.119999999999,2.9,995.6119999999999,2024-02-01,True
CUST_00322,1,2536.32,3.0,2536.32,2023-02-06,False
CUST_00323,3,2076.6400000000003,3.6666666666666665,692.2133333333335,2023-08-18,True
CUST_00324,3,2388.65,3.0,796.2166666666667,2024-01-30,True
CUST_00325,1,2178.78,4.0,2178.78,2023-08-13,True
CUST_00326,2,2225.29,3.0,1112.645,2023-06-20,True
CUST_00327,2,1503.48,4.5,751.74,2024-01-04,True
CUST_00328,2,3388.15,5.0,1694.075,2023-12-26,True
CUST_00329,7,8675.3,2.5714285714285716,1239.3285714285714,2024-02-19,True
CUST_00330,1,872.72,2.0,872.72,2023-12-19,True
CUST_00331,3,1630.78,2.3333333333333335,543.5933333333334,2024-03-21,True
CUST_00332,3,903.08,2.6666666666666665,301.0266666666667,2023-12-06,True
CUST_00333,1,568.64,4.0,568.64,2023-01-08,False
CUST_00334,2,4985.6,5.0,2492.8,2023-12-07,True
CUST_00335,2,2841.91,4.0,1420.955,2024-03-13,True
CUST_00336,6,8133.17,2.6666666666666665,1355.5283333333334,2024-03-05,True
CUST_00337,1,3681.65,5.0,3681.65,2023-08-29,False
CUST_00338,4,2652.9700000000003,3.25,663.2425000000001,2023-12-21,True
CUST_00339,5,8773.0,2.8,1754.6,2024-02-12,True
CUST_00340,2,297.3,3.5,148.65,2024-01-30,True
CUST_00341,5,5653.17,3.4,1130.634,2024-02-13,True
CUST_00342,6,9730.85,2.3333333333333335,1621.8083333333334,2023-12-23,True
CUST_00343,2,133.44,1.5,66.72,2024-01-20,True
CUST_00344,2,1766.02,3.0,883.01,2023-02-13,True
CUST_00345,3,7194.0,2.3333333333333335,2398.0,2024-02-15,True
CUST_00346,5,6818.34,3.6,1363.6680000000001,2023-12-14,True
CUST_00347,4,5339.1,3.5,1334.775,2023-04-23,True
CUST_00348,4,2877.3,2.25,719.325,2024-02-08,True
CUST_00349,4,2643.9,3.0,660.975,2024-02-22,True
CUST_00350,1,3351.67,5.0,3351.67,2023-01-18,True
CUST_00351,6,13195.92,2.5,2199.32,2024-01-08,True
CUST_00352,3,743.3799999999999,4.0,247.7933333333333,2023-09-24,True
CUST_00353,3,1009.15,1.3333333333333333,336.3833333333333,2023-08-30,True
CUST_00354,3,4360.4800000000005,4.666666666666667,1453.4933333333336,2023-07-24,True
CUST_00355,8,4192.860000000001,2.25,524.1075000000001,2024-01-03,True
CUST_00356,2,3884.3500000000004,5.0,1942.1750000000002,2023-10-04,True
CUST_00357,3,2235.7799999999997,4.333333333333333,745.2599999999999,2023-10-24,True
CUST_00358,1,2005.55,5.0,2005.55,2023-08-31,False
CUST_00359,2,3735.6699999999996,2.5,1867.8349999999998,2024-02-03,True
CUST_00360,1,957.96,5.0,957.96,2023-11-11,True
CUST_00361,5,16828.5,2.6,3365.7,2024-03-14,True
CUST_00362,1,1367.58,2.0,1367.58,2023-12-16,True
CUST_00363,3,5134.74,3.6666666666666665,1711.58,2023-11-27,True
CUST_00364,3,2166.73,3.6666666666666665,722.2433333333333,2024-03-06,True
CUST_00365,5,8058.8099999999995,2.6,1611.762,2024-01-29,True
CUST_00366,2,962.35,3.0,481.175,2024-03-06,True
CUST_00367,1,438.31,5.0,438.31,2023-04-01,False
CUST_00368,5,22308.22,3.0,4461.644,2023-11-24,True
CUST_00369,1,14.81,1.0,14.81,2024-03-16,False
CUST_00370,2,2215.34,3.5,1107.67,2023-09-10,True
CUST_00371,1,564.76,4.0,564.76,2023-12-26,False
CUST_00372,2,1792.47,4.5,896.235,2023-05-22,True
CUST_00373,5,11427.89,3.8,2285.578,2024-01-10,True
CUST_00374,2,2280.27,2.0,1140.135,2024-02-01,True
CUST_00375,4,5613.87,3.0,1403.4675,2023-10-11,True
CUST_00376,2,117.80000000000001,2.0,58.900000000000006,2023-08-14,True
CUST_00377,1,174.37,1.0,174.37,2023-07-05,True
CUST_00378,3,12224.019999999999,2.3333333333333335,4074.6733333333327,2023-11-30,True
CUST_00379,4,1054.11,1.75,263.5275,2024-02-18,True
CUST_00380,4,5515.51,3.5,1378.8775,2024-03-19,True
CUST_00381,1,1052.55,5.0,1052.55,2024-01-10,False
CUST_00382,1,161.95,5.0,161.95,2023-07-07,True
CUST_00383,2,2991.9300000000003,2.5,1495.9650000000001,2024-02-29,True
CUST_00384,1,690.2,4.0,690.2,2023-10-16,True
CUST_00385,5,13334.490000000002,3.0,2666.898,2024-01-04,True
CUST_00386,1,114.13,1.0,114.13,2023-01-27,True
CUST_00387,1,298.26,1.0,298.26,2023-06-21,True
CUST_00388,6,1961.66,2.1666666666666665,326.9433333333333,2023-11-14,True
CUST_00389,4,6735.0,3.0,1683.75,2024-02-05,True
CUST_00390,6,6918.36,3.0,1153.06,2024-01-28,True
CUST_00391,2,777.66,4.0,388.83,2024-01-07,True
CUST_00392,3,3863.8500000000004,2.3333333333333335,1287.95,2024-02-06,True
CUST_00393,3,1399.6000000000001,3.3333333333333335,466.53333333333336,2023-09-22,True
CUST_00394,7,3738.27,2.2857142857142856,534.0385714285715,2024-01-08,True
CUST_00395,2,7803.389999999999,4.5,3901.6949999999997,2023-07-19,True
CUST_00396,3,1345.42,2.6666666666666665,448.47333333333336,2023-12-08,True
CUST_00397,5,10800.16,4.4,2160.032,2024-01-03,True
CUST_00398,6,4775.8,3.0,795.9666666666667,2024-02-13,True
CUST_00399,3,231.03999999999996,1.6666666666666667,77.01333333333332,2024-03-21,True
CUST_00400,8,10932.39,3.375,1366.54875,2024-02-26,True
